-3.505486121377456854e-01,-1.250548612137745597e+00,-3.505486121377456854e-01,1.449451387862254581e+00
-8.856375506153743027e-01,9.143624493846258527e-01,-8.856375506153743027e-01,9.143624493846257417e-01
-4.500000000000000111e-01,4.500000000000000666e-01,4.500000000000000666e-01,-4.500000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.919539005362135398e-02,-9.391953900536214039e-01,-3.919539005362138173e-02,8.608046099463787515e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.750000000000000444e-01,-2.250000000000000056e-01,-2.250000000000000056e-01,-2.250000000000000056e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000111e-01,4.500000000000000666e-01,4.500000000000000666e-01,-4.500000000000000111e-01
2.250000000000000611e-01,-6.750000000000000444e-01,1.125000000000000000e+00,-6.750000000000000444e-01
3.505486121377454078e-01,1.250548612137745597e+00,-5.494513878622545588e-01,-5.494513878622545588e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.500000000000000111e-01,-4.500000000000000111e-01,4.500000000000000666e-01,4.500000000000000666e-01
-7.699272761812517851e-01,-7.699272761812517851e-01,1.030072723818748370e+00,1.300727238187482371e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
